July 17, 2012,071712-TTS-JMartinez.txt
July 17, 2013,7-17-13_MM_Winner_Sold_in_Texas.txt
October 22, 2010,102210-Slape-1000-PlatinumPres_.txt
December 13, 2011,121311-Texans-RDrapak-Houston.txt
June 22, 2002,jun_2002_05.txt
June 3, 2014,6-3-14_Worthy_1million.txt
June 22, 2007,062207_12_Million_Lotto_Winners_Las_Colinas_Group_FINAL.txt
June 3, 2013,060313_AON_Sales_Suspend_FINAL.txt
June 3, 2011,060311-BlkBstr-Cole-Weatherford.txt
Oct. 19, 2012,101712-7_5M-Casino-Action-JHargis-allen.txt
July 20, 2001,37.txt
July 20, 2005,4jul05.txt
July 20, 2004,jul_2004_06.txt
October 12, 2004,oct_2004_07.txt
November 20, 2002,nov_2002_03.txt
May 21, 2007,052107_BingoDirectorAppointed.txt
May 21, 2003,may_2003_04.txt
January 4, 2006,010406_MillionDollarMania.txt
January 4, 2005,14jan05.txt
July 21, 2011,072111-MBoyd-1M-500_M-Frenzy-Amarillo.txt
Sept. 20, 2012,092012_FY_2012_Sales_FINAL.txt
January 4, 2001,79.txt
January 28, 2011,012811-1M-CPatten.txt
January 28, 2010,012810_historic_powerball.txt
May 28, 2002,may_2002_14.txt
March 13, 2012,0313-50k-JStratmann.txt
October 26, 2010,102610WklyGrd-Johnson.txt
February 04, 2009,02032009-HCantu-TTS.txt
June 28, 2002,jun_2002_02.txt
October 29, 2009,20091029-1M-NBraziel.txt
June 28, 2004,jun_2004_03.txt
August 12, 2010,20100812-100k-GSpradlin.txt
June 28, 2006,062806_Sadberry_Named_Executive_Director_FINAL.txt
June 17, 2005,7jun05.txt
March 16, 2001,63.txt
Sept. 21, 2012,092112-CKeifer-AoN-Natalia.txt
March 16, 2007,031607_Missing_TTS_Ticket_from_Bryan_FINAL.txt
April 16, 2014,04162014_TLC_Rule_Amendments_Deferred.txt
October 19, 2011,Powerball_2_Dollar_Rule_Final.txt
June 28, 2005,3jun05.txt
July 7, 2004,jul_2004_09.txt
November 2, 2004,nov_2004_12.txt
October 03, 2008,10032008_Biskamp-TxRangersLtdMtrcycle.txt
March 2, 2012,0302-NPGAW.txt
March 2, 2011,030211-Texas_Lottery_Black_1Million-Davis.txt
October 19, 2010,101910-Blockbuster2_5M-Bigham--FINAL.txt
March 14, 2008,031408_ScamLetterPlayResponsibly.txt
November 1, 2001,11.txt
August 12, 2011,081211_Bingo_2nd-QTR-FINAL.txt
February 9, 2005,6feb05.txt
Aug. 7, 2012,20120807-Houston_Texans_FINAL.txt
February 9, 2007,020907TexasHolidayRichesHandel3_Million.txt
February 9, 2006,020906EightBillionFSF.txt
June 8, 2001,49.txt
May 31, 2002,may_2002_01.txt
May 31, 2001,50.txt
May 13, 2009,20090507-500MillionBlockbuster-chart-CORRECTION.txt
November 10, 2011,111011-TexansTix-JPedroza-ElPaso.txt
November 10, 2010,111010-CowboysTIX-Martinez-SA.txt
May 7, 2003,may_2003_09.txt
May 11, 2005,7may05.txt
January 04, 2008,20080104-1mil-CBoyd.txt
November 17, 2010,111710-Baytown-Donelly-1M-Blockbuster_FINAL.txt
March 23, 2004,mar_2004_05.txt
February 16, 2007,021607_9BillionFSF.txt
June 5, 2003,jun_2003_14.txt
February 1, 2010,20100201-MMKaty.txt
April 3, 2007,040307_C5McFadden033107.txt
November 15, 2002,nov_2002_04.txt
Oct. 8, 2013,100813-SO-1M-2_6M-Retailers-SanAntonio.txt
April 3, 2003,apr_2003_10.txt
July 11, 2003,jul_2003_12.txt
July 11, 2002,jul_2002_05.txt
July 11, 2001,38.txt
January 5, 2011,010511-500K-JHyman.txt
March 16, 2004,mar_2004_08.txt
July 11, 2005,8jul05.txt
April 25, 2003,apr_2003_02.txt
March 05, 2008,030508_Chandler-MM-1million.txt
July 11, 2008,071108MMCather.txt
March 6, 2007,030607_MMBumpto370Million.txt
March 6, 2001,69.txt
March 6, 2002,mar_2002_11.txt
March 6, 2003,mar_2003_09.txt
March 07, 2008,03062008-WMayoVegasLuck.txt
August 31, 2004,aug_2004_03.txt
April 26, 2002,apr_2002_05.txt
October 1, 2010,100110_Cowboys_2nd_Chance-Wayne_Kent.txt
September 10, 2004,sep_2004_08.txt
March 6, 2009,03062009-Bike-MWare.txt
March 9, 2007,030907MMSalesinTexasFINAL.txt
March 9, 2006,030906_Pull_Tab_Sales_FINAL.txt
March 9, 2005,16mar05.txt
March 9, 2004,mar_2004_12.txt
November 17, 2009,PressRelease-Powerball_Final.txt
November 17, 2008,111708BrittainLotto.txt
October 15, 2009,20091015100k_TFindley.txt
September 5, 2008,090508-Bingo2ndQtrAllocations.txt
December 13, 2004,dec_2004_11.txt
August 20, 2008,08202008-LBaker-50k.txt
September 3, 2002,sep_2002_16.txt
May 22, 2006,052206_mothers_day_scratch.txt
September 5, 2001,24.txt
April 27, 2011,20110427-LT-Salazar-Beaumont.txt
January 06, 2011,010611-TRIP-JMcIlhany.txt
May 1, 2014,5-1-14_Vasquez_2M_100X.txt
September 05, 2007,LorenzoOchoa.txt
April 14, 2005,6apr05.txt
April 14, 2004,apr_2004_08.txt
January 13, 2004,jan_2004_07.txt
January 13, 2005,8jan05.txt
January 13, 2006,011306AJSad.txt
May 6, 2003,may_2003_11.txt
May 6, 2004,may_2004_12.txt
January 9, 2003,jan_2003_11.txt
May 30, 2008,20080530Megaplier.txt
Aug. 23, 2013,082313_AON_Sales_Resume_FINAL.txt
August 9, 2011,080911-1M-WPadilla.txt
March 30, 2007,033007_TopPrize500000-Ramirez-SullivanCity.txt
September 29, 2011,0929-1M-VEscarsega.txt
April 13, 2012,041112-2_5M-Monthly-Bonus-McGee-LLC.txt
Nov. 10, 2014,11-10-14_Veterans_Cash.txt
February 9, 2004,feb_2004_15.txt
September 21, 2001,21.txt
January 07, 2010,20100107-1M-RGarcia.txt
September 14, 2005,7sept05.txt
July 19, 2007,07182007_18millionLTwinner-WBell.txt
Feb. 19, 2014,2-19-14_PB_Jackpot_Alert.txt
August 15, 2002,aug_2002_06.txt
August 15, 2003,aug_2003_08.txt
March 23, 2011,032311-Monthly_Bonus-Armstrong.txt
April 12, 2013,041013LottoTexaswithExtraFINAL.txt
April 24, 2008,20080424-JBaird-Weekly_Grand.txt
April 12, 2011,041211-500M-Frenzy-Gutierrez-Pasadena.txt
June 13, 2007,20070611_50000scratch_winnerJCuellar.txt
June 13, 2006,061306CMFuentez.txt
July 22, 2010,20100722_DMcColister.txt
July 22, 2011,20110722-20k-LHart.txt
June 13, 2003,jun_2003_09.txt
May 17, 2006,051706HoustonLT.txt
June 13, 2001,46.txt
May 17, 2004,may_2004_09.txt
May 8, 2006,022006_Mega_Millions_Million_winner.txt
March 29, 2004,mar_2004_01.txt
September 23, 2008,20080918_SMartin2_4M.txt
September 23, 2009,09232009_Sign_Your_Ticket_with_Logo_Final_.txt
October 15, 2004,oct_2004_05.txt
November 16, 2011,111611-TexansTix-Zmuda-Humble.txt
November 16, 2010,111610_3rd_Qtr_Bingo_Allocations_FINAL.txt
December 15, 2011,121511-DC-3Winners.txt
April 19, 2010,20100419-1M-UDaftary.txt
February 24, 2005,3feb05.txt
April 19, 2012,041912-2_5M-Frenzy-KAlvarado.txt
January 24, 2011,012411-1M-SMuller.txt
March 22, 2011,032211-TX_Black-McCoy-Troup.txt
March 22, 2012,032112_750k-MStaggs-Amherst.txt
Oct. 29, 2012,102912_COTA_Fast_Cash_News_Release_FINAL.txt
Feb. 27, 2014,02272014_San_Antonio_1M_winner.txt
Oct. 25, 2012,102512-SGill-250k-AoN-Poteet_x2x.txt
Oct. 21, 2014,Statement_from_the_Texas_Lottery_Commission.txt
January 19, 2005,6jan05.txt
March 1, 2005,23mar05.txt
January 18, 2008,011808_Pinder_MM_1_Million.txt
March 1, 2003,mar_2003_12.txt
Sept. 10, 2013,091013-TTS-1M-BHorton-Arlington.txt
August 5, 2011,080511-SuperSetFor_Life-Jeane_White-Claude.txt
August 5, 2010,20100805-DallasCowboys.txt
August 1, 2001,32.txt
January 10, 2011,011011-MegaJumboBucks-Guajardo-1K.txt
August 28, 2009,20090828-2_5M-CMBadger.txt
February 20, 2002,feb_2002_03.txt
July 16, 2014,7-16-14_San_Antonio_Winners.txt
February 20, 2007,022007_DallasMMwinner--Arterberry.txt
June 26, 2009,062609_MM-1000008-PankajJoshi.txt
April 8, 2004,apr_2004_12.txt
September 17, 2003,sep_2003_05.txt
July 2, 2014,7-2-14_5M_SO_Dallas.txt
February 20, 2009,11BillionTransfers.txt
March 27, 2002,mar_2002_03.txt
October 4, 2010,20101004-1M-RHerring.txt
November 21, 2006,112106_AngletonLTwinner.txt
May 28, 2003,may_2003_02.txt
November 19, 2003,nov_2003_07.txt
August 17, 2010,081710_Bingo_2nd_Qtr_Allocations_FINAL.txt
April 30, 2004,apr_2004_01.txt
February 15, 2001,74.txt
May 16, 2001,54.txt
December 06, 2011,120611-DCTIX-KLuckie-Wickett.txt
20 septiembre, 2006,092006_FY_06_SALES_SPN.txt
June 22, 2004,jun_2004_07.txt
November 14, 2005,5nov05.txt
April 26, 2010,20100426-1M-MWalker.txt
February 15, 2008,20080215-SZibili_1_mil.txt
Feb. 12, 2014,2-12-14_Gonzales_1_M_winner.txt
June 01, 2010,060110_PB_promo.txt
January 16, 2009,011609Hurst_MorrisFamilyTrust.txt
May 29, 2009,20090529-BirthdayWinners.txt
January 16, 2004,jan_2004_05.txt
March 27, 2003,mar_2003_02.txt
April 20, 2001,59.txt
January 16, 2003,jan_2003_05.txt
January 16, 2002,jan_2002_05.txt
December 4, 2009,20091204-TIX-JGonzales.txt
December 4, 2008,120408TTSSalazar.txt
October 20, 2003,oct_2003_08.txt
July 25, 2003,jul_2003_06.txt
May 24, 2005,4may05.txt
December 4, 2002,dec_2002_08.txt
Aug. 8, 2012,080712_InstantTicketContractAward.txt
May 24, 2006,052406_HDBT_winner.txt
February 18, 2011,021811-TRIP-MCastillo.txt
September 08, 2009,090809_Bingo_Receipts_FINAL.txt
May 24, 2002,may_2002_15.txt
October 18, 2001,16.txt
November 20, 2009,20091120-Tix-Myrick-Wylie.txt
February 14, 2001,75.txt
August 12, 2004,aug_2004_11.txt
February 14, 2007,021407_MegaBucks--EbonyPerry.txt
October 18, 2007,101807_1MillionVegasLuck-OmarGutierrez.txt
January 2, 2006,010206_Weekly_Grand--Duenas.txt
August 24, 2011,082411-MegaJumboBucks-Applegate-FINAL.txt
May 7, 2001,58.txt
November 20, 2001,09.txt
November 20, 2007,20071120-JTorres-Weekly_Grand.txt
November 19, 2001,10.txt
April 12, 2012,041112_Blockbuster-MGehrels-Porter.txt
September 20, 2007,07SalesSummary.txt
September 20, 2006,Revised06SalesSummary.txt
August 10, 2005,10aug05.txt
October 2, 2002,oct_2002_05.txt
April 20, 2009,20090420_RMontoyaMonthlyBonus.txt
January 27, 2009,01272009_JTykal-1mil.txt
May 09, 2008,050908LongviewLilly.txt
September 9, 2004,sep_2004_09.txt
September 30, 2005,1sept05.txt
February 2, 2005,12feb05.txt
February 7, 2003,feb_2003_08.txt
Jan. 3, 2014,1-3-14_Brownsville_MM_1_m_winner.txt
January 15, 2004,jan_2004_06.txt
February 7, 2005,9feb05.txt
July 5, 2001,42.txt
December 13, 2002,dec_2002_06.txt
January 7, 2011,010711-SACowboysWinners.txt
July 5, 2005,9jul05.txt
July 29, 2003,jul_2003_04.txt
Nov. 29, 2012,112912_PB_Jackpot_TEXAS_WINNERS_FINAL.txt
28 septiembre, 2007,092807Daily4SPN.txt
December 11, 2008,20081210SwaggertyTXRanger.txt
August 30, 2010,083010-HooksLTwinner-Aydelott-Final.txt
May 11, 2006,051006_Break_the_Bank_winner.txt
May 11, 2001,55.txt
November 24, 2003,nov_2003_03.txt
July 29, 2009,072909-50000Treasures-Bostick-RockSprings.txt
Jan. 2, 2014,01022014_CedarPark_MM.txt
Oct. 8, 2014,PGRI_Hall_of_Fame_Press_Release.txt
November 3, 2011,110211-TLC-NASPL-Awards.txt
March 20, 2008,032008Kennedy1MillionCash.txt
August 11, 2011,081111-Scorching_7s-Gosart_Rockport.txt
August 11, 2010,20100811_21M_MakSpot.txt
September 21, 2004,sep_2004_04.txt
December 22, 2011,122211-LTJackpot-BayDibbs.txt
January 21, 2004,jan_2004_04.txt
April 29, 2002,apr_2002_02.txt
March 21, 2012,032112_InstantTicketSuccessfulProposers.txt
November 30, 2010,113010-Kubena-25000-Blockbuster_FINAL.txt
March 21, 2014,3-21-14_San_Antonio_2.4_M_winner.txt
January 6, 2004,jan_2004_10.txt
January 6, 2006,010606xWebupdate.txt
January 30, 2003,jan_2003_02.txt
January 6, 2003,jan_2003_13.txt
November 27, 2001,08.txt
December 8, 2010,Invalidated-Entries-Press-Release.txt
December 1, 2003,dec_2003_14.txt
Nov. 5, 2013,110513_La_Porte_Powerball_1_million.txt
October 29, 2003,oct_2003_01.txt
January 11, 2002,jan_2002_07.txt
Aug. 25, 2014,8-25-14_1M_Shamrock.txt
February 13, 2001,76.txt
September 1, 2005,12sept05.txt
August 18, 2011,081811-Davila-200K-PBall-Srping.txt
April 06, 2006,040606_bishop.txt
August 23, 2011,082311-Cowboys_News_Release_final.txt
May 10, 2002,may_2002_17.txt
August 8, 2013,080813_PB_2nd_Tier_Winners.txt
March 7, 2001,67.txt
November 06, 2009,20091106-VetCashFinal.txt
March 7, 2005,18mar05.txt
October 22, 2002,oct_2002_01.txt
March 7, 2007,030707_MMValidationIssueResolution.txt
February 17, 2011,021711-Walker-JumboBucks2ndChance.txt
April 17, 2013,041713-6M-LT-Janica-Edna.txt
May 8, 2001,57.txt
September 1, 2004,sep_2004_11.txt
Jan.14, 2013,011413_15B_TO_FSF_FINAL.txt
June 4, 2010,20100604-PowerballTicketPromo.txt
June 4, 2013,060413-40M-PB-Bells.txt
November 29, 2001,06.txt
October 26, 2006,102406BettyBoopWinner.txt
October 26, 2007,10262007-TTorresMM_1Mil.txt
June 10, 2002,jun_2002_07.txt
December 10, 2010,121010-Tucker-Winter_Bucks-100000.txt
December 27, 2010,122710-1M-GCain.txt
Dec. 8, 2014,12-08-14_Unclaimed_1M_Prize_Press_Release.txt
June 16, 2005,8jun05.txt
October 28, 2003,oct_2003_02.txt
December 12, 2001,05.txt
October 19, 2004,oct_2004_03.txt
March 11, 2011,031111_2010_Bingo_Receipts_FINAL.txt
December 12, 2005,2dec05.txt
March 18, 2002,mar_2002_08.txt
March 11, 2014,03112014_WeeklyHalfGrandwinner.txt
Oct. 24, 2013,102413-SO-2M-RResendez-Alice.txt
January 27, 2010,20100126-2_5M-BPatton.txt
October 15, 2010,101510-MonthlyBonus-NewLife-Jacksonville.txt
January 15, 2010,011510-Gonzales-30000-Sinton.txt
May 10, 2001,56.txt
June 2, 2008,060208MagnificentMillions.txt
August 16, 2010,20100816-100k-JAngell.txt
April 15, 2005,5apr05.txt
April 15, 2003,apr_2003_06.txt
Feb. 25, 2014,02252014_Belton__2Mwinner.txt
September 26, 2002,sep_2002_06.txt
October 27, 2003,oct_2003_03.txt
January 17, 2001,78.txt
May 19, 2006,051906_1st_QTR_Bingo_Gross_Receipts_and_Prizes_FINAL.txt
October 27, 2006,102606WBonusBreakBankWinner.txt
January 17, 2006,011706_Set_For_Life--Cope.txt
October 27, 2004,oct_2004_02.txt
July 25, 2011,072511-1M-LFlores.txt
September 28, 2004,sep_2004_01.txt
September 28, 2007,092807_1MillionExtravaganzaWinnerSmallwoodFINAL.txt
October 27, 2008,10272008_GDorman-1M.txt
November 19, 2007,111907_DealOrNoDeal-NinaGarcia-Austin.txt
November 19, 2004,nov_2004_05.txt
Dec. 11, 2014,12-11-14_Texas_Lottery_Suspends_MMC_Sales.txt
Jan. 17, 2014,1-17-14_Power_Play_changes_FINAL.txt
June 25, 2002,jun_2002_04.txt
October 31, 2005,1oct05.txt
August 6, 2001,28.txt
August 6, 2003,aug_2003_14.txt
June 25, 2007,062507_SalesinFY07.txt
August 29, 2003,aug_2003_01.txt
October 13, 2005,6oct05.txt
April 6, 2005,9apr05.txt
November 17, 2003,nov_2003_08.txt
Feb. 4, 2014,2-4-14_Jasper_1_M_winner.txt
March 4, 2013,030413-Gambling_Awareness.txt
August 25, 2003,aug_2003_05.txt
March 31, 2005,1mar05.txt
November 16, 2004,nov_2004_07.txt
April 1, 2004,apr_2004_15.txt
February 26, 2003,feb_2003_02.txt
February 26, 2002,feb_2002_02.txt
June 4, 2003,jun_2003_15.txt
October 21, 2011,20111021-DC100k-JBishop-RoundRock.txt
June 3, 2005,11jun05.txt
December 15, 2004,dec_2004_10.txt
July 15, 2008,20080714JCox.txt
Feb. 10, 2012,021012-325M-Powerball-Jackpot.txt
August 5, 2005,11aug05.txt
July 15, 2005,7jul05.txt
July 15, 2004,jul_2004_07.txt
February 27, 2002,feb_2002_01.txt
May 9, 2006,050906_Mega_Millions_Million_250kwinner.txt
